cardholder_id,Token,SubBIN,card_network,card_type,home_country,account_open_date,avg_txn_amount,std_txn_amount,usual_online_ratio,risk_segment,prior_chargebacks
CH0006546,513014340,408925,VISA,DEBIT,DEU,2022-10-20,65.83,32.33,0.289,LOW,0
CH0006547,574727929,535660,MASTERCARD,CREDIT,IND,2023-06-12,159.22,12.04,0.312,LOW,0
CH0006548,592314604,485858,VISA,DEBIT,GBR,2024-05-07,37.04,20.57,0.271,LOW,0
CH0006549,723332121,420146,VISA,DEBIT,AUS,2022-09-24,54.97,16.77,0.204,LOW,0
CH0006550,837896608,420146,VISA,DEBIT,USA,2024-11-10,20.58,35.04,0.633,LOW,0
CH0006551,241862463,546786,MASTERCARD,CREDIT,IND,2023-08-22,61.95,32.51,0.322,HIGH,0
CH0006552,560175357,535017,MASTERCARD,DEBIT,FRA,2022-03-11,47.6,14.62,0.317,MEDIUM,0
CH0006553,126959221,443887,VISA,PREPAID,ESP,2021-01-18,143.75,36.43,0.295,LOW,0
CH0006554,527077079,420146,VISA,DEBIT,USA,2022-03-21,40.46,26.27,0.16,LOW,0
CH0006555,832163043,535660,MASTERCARD,PREPAID,GBR,2024-08-20,47.51,43.64,0.33,LOW,0
CH0006556,355168257,477394,VISA,DEBIT,USA,2020-06-14,38.86,18.4,0.13,LOW,0
CH0006557,447736542,532518,MASTERCARD,DEBIT,IND,2022-06-18,68.15,38.64,0.471,LOW,0
CH0006558,456321410,556337,MASTERCARD,PREPAID,USA,2021-02-01,327.28,45.56,0.209,LOW,0
CH0006559,260271166,545873,MASTERCARD,CREDIT,USA,2018-09-17,4.06,28.26,0.613,LOW,0
CH0006560,374420210,519127,MASTERCARD,CREDIT,USA,2024-12-31,64.18,95.46,0.298,LOW,0
CH0006561,463650979,409417,VISA,CREDIT,USA,2018-08-22,170.63,36.41,0.248,LOW,1
CH0006562,566831554,409417,VISA,DEBIT,FRA,2018-11-22,44.18,78.08,0.143,LOW,0
CH0006563,590365029,465456,VISA,CREDIT,AUS,2021-10-28,101.66,123.11,0.358,LOW,0
CH0006564,448405009,408925,VISA,DEBIT,USA,2025-02-21,171.04,9.94,0.542,LOW,0
CH0006565,795750213,485858,VISA,CREDIT,USA,2023-08-27,53.47,54.11,0.259,LOW,0
CH0006566,487452078,497561,VISA,PREPAID,USA,2023-10-19,39.56,36.96,0.786,LOW,0
CH0006567,296053562,546786,MASTERCARD,CREDIT,USA,2021-05-19,140.94,31.38,0.161,LOW,0
CH0006568,878308885,485858,VISA,CREDIT,GBR,2020-08-25,99.12,18.24,0.069,LOW,0
CH0006569,344753236,545873,MASTERCARD,CREDIT,IND,2022-01-09,63.44,15.88,0.105,LOW,1
CH0006570,930649076,443301,VISA,CREDIT,IND,2022-12-03,108.74,14.41,0.599,LOW,0
CH0006571,158702144,469736,VISA,DEBIT,USA,2025-01-15,143.78,102.92,0.71,LOW,0
CH0006572,286617999,443301,VISA,CREDIT,DEU,2018-12-23,63.92,36.32,0.305,LOW,0
CH0006573,383416632,535660,MASTERCARD,CREDIT,ESP,2018-08-21,85.15,12.0,0.549,LOW,0
CH0006574,604051727,546786,MASTERCARD,DEBIT,CAN,2025-02-08,101.29,14.42,0.342,MEDIUM,0
CH0006575,324080977,516405,MASTERCARD,CREDIT,DEU,2023-02-11,46.09,8.04,0.644,LOW,2
CH0006576,582953583,477394,VISA,DEBIT,USA,2018-09-06,172.5,55.4,0.624,MEDIUM,0
CH0006577,772503729,452647,VISA,CREDIT,DEU,2022-08-17,29.23,27.86,0.335,LOW,0
CH0006578,224966247,556337,MASTERCARD,CREDIT,FRA,2021-02-12,60.04,36.8,0.165,LOW,0
CH0006579,185674222,477394,VISA,DEBIT,IND,2021-11-09,123.22,27.15,0.722,LOW,0
CH0006580,918943454,452647,VISA,DEBIT,GBR,2021-01-17,28.64,47.88,0.353,LOW,0
CH0006581,686888954,408925,VISA,CREDIT,GBR,2019-05-18,133.9,21.37,0.483,LOW,0
CH0006582,578285354,443887,VISA,DEBIT,USA,2022-10-06,77.65,32.37,0.06,LOW,1
CH0006583,811821243,497561,VISA,PREPAID,IND,2019-12-05,192.51,31.96,0.183,LOW,0
CH0006584,627498444,443887,VISA,DEBIT,USA,2022-03-30,108.88,13.52,0.15,LOW,0
CH0006585,559149663,546786,MASTERCARD,DEBIT,CAN,2023-12-10,58.54,17.57,0.038,LOW,0
CH0006586,732890294,519127,MASTERCARD,DEBIT,CAN,2024-10-28,80.26,22.61,0.195,LOW,1
CH0006587,132422415,443301,VISA,CREDIT,GBR,2020-06-26,82.6,32.87,0.112,LOW,0
CH0006588,645701790,465456,VISA,CREDIT,GBR,2021-04-03,336.51,62.37,0.267,HIGH,0
CH0006589,503681574,532518,MASTERCARD,CREDIT,IND,2019-06-01,71.36,29.06,0.623,LOW,0
CH0006590,408419361,497561,VISA,PREPAID,GBR,2023-09-27,59.72,25.72,0.123,LOW,0
CH0006591,361059780,528539,MASTERCARD,CREDIT,FRA,2020-07-01,57.03,32.65,0.211,LOW,0
CH0006592,684191438,469736,VISA,DEBIT,AUS,2025-03-04,77.56,24.67,0.138,LOW,1
CH0006593,463926461,549302,MASTERCARD,DEBIT,USA,2024-05-22,26.91,26.75,0.17,LOW,1
CH0006594,547927415,519127,MASTERCARD,CREDIT,USA,2021-04-23,49.1,67.33,0.071,LOW,0
CH0006595,818484201,443301,VISA,DEBIT,AUS,2021-09-07,29.67,23.72,0.322,LOW,1
CH0006596,423914579,532518,MASTERCARD,PREPAID,AUS,2021-04-29,32.94,31.73,0.375,LOW,0
CH0006597,267091925,549302,MASTERCARD,CREDIT,USA,2019-08-29,126.88,18.41,0.531,LOW,0
CH0006598,837880818,532518,MASTERCARD,CREDIT,ESP,2019-09-10,68.1,57.77,0.137,LOW,0
CH0006599,271796631,443301,VISA,CREDIT,USA,2024-01-03,36.84,15.69,0.373,LOW,0
CH0006600,391650936,452647,VISA,PREPAID,GBR,2023-12-17,59.13,25.97,0.09,LOW,1
CH0006601,647470680,443887,VISA,CREDIT,USA,2021-09-08,54.77,48.89,0.316,MEDIUM,0
CH0006602,848237025,556337,MASTERCARD,CREDIT,CAN,2018-11-09,69.56,16.13,0.174,MEDIUM,0
CH0006603,260033017,477394,VISA,DEBIT,ESP,2020-10-20,19.97,45.64,0.107,LOW,0
CH0006604,291809089,477394,VISA,DEBIT,GBR,2024-05-05,27.85,7.93,0.105,LOW,0
CH0006605,389768370,528539,MASTERCARD,DEBIT,USA,2021-01-12,21.05,14.08,0.082,MEDIUM,0
CH0006606,288784594,469736,VISA,PREPAID,USA,2023-01-16,32.47,25.62,0.622,LOW,0
CH0006607,769170353,545873,MASTERCARD,CREDIT,DEU,2024-08-10,37.41,115.1,0.378,LOW,0
CH0006608,182018300,408594,VISA,CREDIT,IND,2020-07-06,29.15,29.59,0.043,LOW,0
CH0006609,880268152,549302,MASTERCARD,DEBIT,GBR,2023-06-15,122.92,29.97,0.283,LOW,0
CH0006610,888171413,443301,VISA,CREDIT,AUS,2020-01-31,290.6,53.98,0.246,LOW,0
CH0006611,870868547,497561,VISA,DEBIT,IND,2021-08-06,129.08,14.13,0.255,LOW,1
CH0006612,365794817,546786,MASTERCARD,CREDIT,DEU,2022-04-23,42.42,4.39,0.506,LOW,0
CH0006613,202788589,420146,VISA,DEBIT,AUS,2023-12-02,78.9,76.73,0.35,LOW,0
CH0006614,482880366,408594,VISA,PREPAID,GBR,2023-05-09,63.24,38.97,0.032,LOW,0
CH0006615,401119570,443887,VISA,CREDIT,FRA,2023-01-27,40.97,20.76,0.437,LOW,0
CH0006616,963123744,535660,MASTERCARD,DEBIT,USA,2020-08-22,192.44,28.06,0.573,LOW,0
CH0006617,668526083,443301,VISA,DEBIT,ESP,2022-07-10,332.21,50.97,0.308,LOW,0
CH0006618,949932296,469736,VISA,DEBIT,GBR,2025-02-06,20.57,25.09,0.128,LOW,0
CH0006619,743425199,420146,VISA,DEBIT,CAN,2025-03-29,211.08,29.58,0.443,MEDIUM,0
CH0006620,200660781,452647,VISA,DEBIT,GBR,2023-06-23,41.56,91.95,0.067,LOW,0
CH0006621,162045056,535660,MASTERCARD,DEBIT,GBR,2021-11-18,54.06,12.86,0.104,LOW,0
CH0006622,141841915,452647,VISA,DEBIT,ESP,2023-01-29,83.61,36.98,0.241,LOW,0
CH0006623,634006112,535017,MASTERCARD,DEBIT,GBR,2018-08-09,230.01,13.02,0.305,LOW,0
CH0006624,281538949,535660,MASTERCARD,CREDIT,GBR,2023-10-08,83.51,69.26,0.272,LOW,0
CH0006625,990170140,535017,MASTERCARD,DEBIT,AUS,2022-07-28,92.76,32.33,0.374,LOW,0
CH0006626,219395856,516405,MASTERCARD,DEBIT,USA,2022-08-23,131.99,17.96,0.122,MEDIUM,0
CH0006627,952224604,443887,VISA,CREDIT,USA,2023-06-24,149.74,11.02,0.143,MEDIUM,1
CH0006628,700875689,556337,MASTERCARD,DEBIT,ESP,2019-05-13,100.37,21.97,0.177,LOW,1
CH0006629,152608025,551986,MASTERCARD,CREDIT,USA,2023-08-16,150.49,30.31,0.486,LOW,0
CH0006630,456370572,548056,MASTERCARD,PREPAID,GBR,2025-04-05,41.33,54.33,0.37,LOW,0
CH0006631,383983070,443887,VISA,CREDIT,IND,2021-11-06,16.65,14.07,0.52,MEDIUM,0
CH0006632,575705326,443301,VISA,CREDIT,IND,2021-01-14,287.15,16.53,0.525,LOW,0
CH0006633,216755295,545873,MASTERCARD,CREDIT,GBR,2022-04-01,29.07,20.12,0.176,LOW,0
CH0006634,216511386,409417,VISA,CREDIT,USA,2022-06-26,43.51,17.03,0.307,LOW,0
CH0006635,725318479,535660,MASTERCARD,CREDIT,GBR,2019-07-03,51.15,19.91,0.347,LOW,0
CH0006636,991278094,420146,VISA,DEBIT,GBR,2022-10-21,44.56,15.38,0.127,LOW,0
CH0006637,346463527,546786,MASTERCARD,CREDIT,GBR,2021-01-04,37.3,34.82,0.419,LOW,0
CH0006638,938736174,443301,VISA,CREDIT,DEU,2019-09-02,96.63,20.29,0.471,HIGH,0
CH0006639,410379222,443887,VISA,CREDIT,GBR,2022-08-21,97.45,27.29,0.239,LOW,0
CH0006640,402298239,477394,VISA,DEBIT,GBR,2021-09-04,109.5,32.54,0.55,LOW,1
CH0006641,181322988,532518,MASTERCARD,DEBIT,FRA,2022-09-22,104.14,11.85,0.374,LOW,0
CH0006642,480993843,548056,MASTERCARD,CREDIT,USA,2021-03-06,47.78,38.71,0.148,LOW,0
CH0006643,548170802,519127,MASTERCARD,DEBIT,FRA,2021-08-19,47.72,30.74,0.231,LOW,0
CH0006644,697393043,516405,MASTERCARD,CREDIT,DEU,2019-07-28,163.26,30.76,0.606,MEDIUM,0
CH0006645,242351076,551986,MASTERCARD,DEBIT,USA,2023-08-15,43.94,25.03,0.501,MEDIUM,0
CH0006646,269823950,546786,MASTERCARD,DEBIT,USA,2024-03-28,43.25,23.06,0.124,HIGH,0
CH0006647,488881380,532518,MASTERCARD,DEBIT,GBR,2022-06-22,140.27,28.0,0.16,LOW,0
CH0006648,162683482,519127,MASTERCARD,CREDIT,GBR,2021-03-11,65.7,28.72,0.159,LOW,0
CH0006649,229007999,516405,MASTERCARD,CREDIT,GBR,2023-05-28,44.52,13.36,0.327,LOW,1
CH0006650,666167639,465456,VISA,CREDIT,USA,2018-08-01,44.86,69.77,0.16,LOW,1
CH0006651,958464899,549302,MASTERCARD,PREPAID,GBR,2021-11-05,163.88,17.86,0.405,LOW,0
CH0006652,615665983,465456,VISA,PREPAID,CAN,2019-11-04,106.57,28.22,0.169,MEDIUM,0
CH0006653,230484279,477394,VISA,DEBIT,GBR,2021-08-20,80.58,54.55,0.179,LOW,0
CH0006654,569698437,535660,MASTERCARD,DEBIT,USA,2022-09-04,26.23,22.09,0.34,LOW,0
CH0006655,745160042,535017,MASTERCARD,CREDIT,GBR,2019-08-10,80.85,31.26,0.339,LOW,0
CH0006656,277281842,443887,VISA,CREDIT,GBR,2024-04-07,56.25,7.28,0.217,LOW,1
CH0006657,620592416,477394,VISA,DEBIT,CAN,2023-08-20,32.14,8.26,0.299,HIGH,0
CH0006658,168725622,528539,MASTERCARD,PREPAID,IND,2020-02-28,41.21,26.7,0.113,LOW,0
CH0006659,663166943,443887,VISA,DEBIT,USA,2019-03-20,116.39,30.38,0.134,MEDIUM,0
CH0006660,282077756,408925,VISA,PREPAID,USA,2023-05-14,180.18,52.65,0.33,MEDIUM,0
CH0006661,149296696,516405,MASTERCARD,CREDIT,USA,2021-09-17,28.62,43.85,0.386,LOW,0
CH0006662,687366760,535017,MASTERCARD,DEBIT,DEU,2022-01-17,31.66,10.43,0.245,LOW,0
CH0006663,225457644,546786,MASTERCARD,CREDIT,USA,2020-06-01,116.2,58.03,0.339,LOW,1
CH0006664,718409316,546786,MASTERCARD,CREDIT,IND,2021-12-15,48.07,13.27,0.717,MEDIUM,0
CH0006665,544135741,420146,VISA,CREDIT,GBR,2021-03-13,103.77,45.5,0.405,MEDIUM,0
CH0006666,434798318,485858,VISA,CREDIT,USA,2020-10-22,47.55,20.68,0.149,LOW,0
CH0006667,178605833,551986,MASTERCARD,DEBIT,USA,2019-09-23,105.8,138.31,0.136,LOW,0
CH0006668,636181596,535017,MASTERCARD,DEBIT,GBR,2024-05-24,22.22,19.03,0.329,MEDIUM,0
CH0006669,496916760,469736,VISA,DEBIT,USA,2020-11-06,103.49,25.93,0.459,LOW,0
CH0006670,147260183,408594,VISA,DEBIT,USA,2024-02-11,12.44,29.81,0.221,LOW,1
CH0006671,623122319,408594,VISA,DEBIT,GBR,2025-04-05,139.81,23.44,0.469,HIGH,0
CH0006672,310803108,477394,VISA,CREDIT,ESP,2020-06-28,64.9,14.91,0.404,MEDIUM,0
CH0006673,108063035,408594,VISA,DEBIT,GBR,2022-09-12,94.92,101.74,0.72,LOW,0
CH0006674,434870569,408925,VISA,CREDIT,DEU,2020-06-27,80.62,18.8,0.158,MEDIUM,0
CH0006675,296442502,551986,MASTERCARD,DEBIT,USA,2018-12-28,17.04,18.4,0.132,LOW,0
CH0006676,164651382,408594,VISA,DEBIT,GBR,2024-06-18,199.03,25.39,0.332,MEDIUM,0
CH0006677,298117971,535660,MASTERCARD,PREPAID,GBR,2022-04-13,87.15,30.45,0.621,LOW,0
CH0006678,220742417,548056,MASTERCARD,PREPAID,IND,2024-08-31,122.13,17.98,0.277,LOW,0
CH0006679,520077632,535017,MASTERCARD,CREDIT,CAN,2019-09-25,35.19,48.04,0.271,LOW,1
CH0006680,156915695,556337,MASTERCARD,DEBIT,IND,2018-07-30,80.85,29.71,0.188,LOW,0
CH0006681,523863732,420146,VISA,CREDIT,USA,2019-06-17,23.38,27.44,0.511,LOW,0
CH0006682,996638555,465456,VISA,DEBIT,GBR,2018-08-13,75.14,37.9,0.206,LOW,0
CH0006683,893221746,516405,MASTERCARD,CREDIT,CAN,2023-02-01,31.45,16.29,0.429,LOW,0
CH0006684,981659511,408925,VISA,PREPAID,AUS,2023-06-16,3662.09,19.09,0.544,MEDIUM,0
CH0006685,588456768,485858,VISA,DEBIT,USA,2019-07-15,108.22,26.76,0.386,LOW,0
CH0006686,747901866,477394,VISA,PREPAID,AUS,2020-12-05,193.39,47.37,0.24,LOW,0
CH0006687,172612340,528539,MASTERCARD,CREDIT,IND,2022-10-13,54.62,23.42,0.536,LOW,0
CH0006688,856176318,408925,VISA,DEBIT,USA,2023-11-30,91.76,22.42,0.481,LOW,0
CH0006689,106673957,497561,VISA,DEBIT,USA,2025-03-01,137.59,7.65,0.26,MEDIUM,0
CH0006690,313942937,452647,VISA,CREDIT,GBR,2025-01-28,28.27,17.88,0.086,LOW,0
CH0006691,318087826,549302,MASTERCARD,DEBIT,GBR,2020-08-21,38.94,10.07,0.319,LOW,0
CH0006692,112713917,408594,VISA,DEBIT,IND,2023-07-21,145.18,11.69,0.212,LOW,0
CH0006693,701723539,535017,MASTERCARD,DEBIT,FRA,2019-10-15,56.01,33.77,0.358,MEDIUM,0
CH0006694,862025772,516405,MASTERCARD,PREPAID,USA,2019-08-12,36.67,198.6,0.299,LOW,0
CH0006695,507872740,452647,VISA,DEBIT,GBR,2022-04-13,40.25,30.46,0.453,LOW,0
CH0006696,746415688,420146,VISA,PREPAID,GBR,2023-04-23,25.08,33.1,0.18,LOW,0
CH0006697,405696216,532518,MASTERCARD,CREDIT,USA,2024-02-29,13.91,17.18,0.184,LOW,0
CH0006698,218793420,551986,MASTERCARD,DEBIT,IND,2023-08-08,17.17,14.45,0.306,HIGH,0
CH0006699,262318349,409417,VISA,DEBIT,GBR,2021-03-05,69.17,93.1,0.254,LOW,0
CH0006700,681290667,420146,VISA,CREDIT,GBR,2020-03-22,114.12,16.72,0.35,LOW,0
CH0006701,744489972,408925,VISA,DEBIT,IND,2020-05-05,500.27,8.17,0.271,LOW,0
CH0006702,340776088,477394,VISA,DEBIT,GBR,2018-11-08,64.51,31.42,0.518,LOW,0
CH0006703,421404035,477394,VISA,DEBIT,USA,2020-11-27,23.95,20.95,0.082,LOW,0
CH0006704,950548463,408925,VISA,CREDIT,IND,2021-11-25,65.19,38.76,0.394,LOW,0
CH0006705,471735764,443887,VISA,CREDIT,GBR,2022-12-06,117.02,69.45,0.381,LOW,0
CH0006706,316879443,535017,MASTERCARD,CREDIT,USA,2023-01-23,152.04,33.83,0.397,LOW,0
CH0006707,371218511,532518,MASTERCARD,DEBIT,GBR,2022-11-05,140.68,31.07,0.281,LOW,0
CH0006708,584554140,535017,MASTERCARD,DEBIT,GBR,2019-05-22,105.45,40.28,0.37,LOW,0
CH0006709,610103043,545873,MASTERCARD,CREDIT,DEU,2021-08-15,71.97,137.39,0.464,MEDIUM,0
CH0006710,159250096,545873,MASTERCARD,DEBIT,IND,2023-11-04,120.24,106.39,0.169,LOW,0
CH0006711,545770554,465456,VISA,PREPAID,GBR,2024-01-11,25.85,22.43,0.388,MEDIUM,0
CH0006712,817713279,535660,MASTERCARD,CREDIT,GBR,2025-02-21,13.38,47.94,0.251,LOW,0
CH0006713,237219857,408594,VISA,DEBIT,GBR,2019-08-12,355.88,79.17,0.401,LOW,0
CH0006714,467519885,546786,MASTERCARD,CREDIT,DEU,2023-11-07,64.22,41.1,0.469,LOW,0
CH0006715,245420761,519127,MASTERCARD,CREDIT,CAN,2024-08-23,102.22,26.05,0.371,LOW,0
CH0006716,317921386,535017,MASTERCARD,CREDIT,USA,2023-05-18,7.09,20.11,0.329,LOW,0
CH0006717,651001038,485858,VISA,DEBIT,GBR,2022-01-17,229.5,28.77,0.274,LOW,0
CH0006718,337407437,516405,MASTERCARD,PREPAID,DEU,2018-11-05,168.12,13.68,0.181,MEDIUM,0
CH0006719,996098362,465456,VISA,DEBIT,CAN,2019-07-11,19.06,46.4,0.567,LOW,0
CH0006720,255130503,408925,VISA,CREDIT,GBR,2024-03-06,51.74,62.46,0.66,LOW,0
CH0006721,270358364,408925,VISA,DEBIT,USA,2021-10-03,82.52,21.37,0.1,LOW,0
CH0006722,138702925,443301,VISA,DEBIT,USA,2019-10-07,24.26,20.69,0.158,LOW,0
CH0006723,482462179,535660,MASTERCARD,PREPAID,USA,2020-03-11,98.59,14.39,0.407,LOW,0
CH0006724,608633300,420146,VISA,DEBIT,GBR,2022-02-28,153.93,35.88,0.188,LOW,0
CH0006725,327872248,408925,VISA,DEBIT,GBR,2023-09-20,86.43,26.94,0.381,LOW,0
CH0006726,683662355,556337,MASTERCARD,CREDIT,IND,2020-01-11,19.05,11.4,0.462,LOW,0
CH0006727,325547986,546786,MASTERCARD,DEBIT,IND,2022-04-29,29.1,155.86,0.091,LOW,0
CH0006728,831160436,409417,VISA,CREDIT,USA,2023-09-26,60.4,9.33,0.729,LOW,0
CH0006729,507494569,546786,MASTERCARD,PREPAID,USA,2020-07-07,54.62,11.43,0.379,LOW,0
CH0006730,967115272,546786,MASTERCARD,DEBIT,GBR,2019-05-15,55.51,47.64,0.137,HIGH,0
CH0006731,178964004,497561,VISA,CREDIT,USA,2019-05-01,53.96,40.22,0.215,LOW,0
CH0006732,749143130,545873,MASTERCARD,PREPAID,CAN,2018-12-31,15.75,17.66,0.174,MEDIUM,1
CH0006733,905424004,528539,MASTERCARD,PREPAID,USA,2020-12-27,127.04,16.99,0.147,LOW,0
CH0006734,274046823,469736,VISA,CREDIT,DEU,2020-02-23,110.15,35.69,0.375,MEDIUM,0
CH0006735,474510071,497561,VISA,CREDIT,IND,2023-09-12,101.28,34.02,0.336,LOW,1
CH0006736,481890504,408925,VISA,CREDIT,CAN,2023-02-23,94.04,17.77,0.209,LOW,1
CH0006737,912132927,535017,MASTERCARD,DEBIT,USA,2024-05-07,53.13,49.22,0.324,LOW,0
CH0006738,759295138,469736,VISA,CREDIT,GBR,2024-10-15,41.03,38.21,0.353,MEDIUM,0
CH0006739,816819982,408594,VISA,DEBIT,DEU,2019-08-25,29.54,60.45,0.326,LOW,0
CH0006740,328599776,556337,MASTERCARD,DEBIT,IND,2022-03-31,229.14,26.31,0.212,LOW,0
CH0006741,491983961,545873,MASTERCARD,DEBIT,DEU,2021-08-04,65.6,44.08,0.215,LOW,0
CH0006742,686766110,465456,VISA,CREDIT,USA,2024-09-30,17.66,23.64,0.307,LOW,0
CH0006743,532027898,408594,VISA,DEBIT,USA,2024-02-04,65.15,37.51,0.141,MEDIUM,0
CH0006744,914667689,420146,VISA,DEBIT,GBR,2024-10-27,12.59,33.61,0.183,MEDIUM,0
CH0006745,450796359,556337,MASTERCARD,DEBIT,USA,2022-01-20,81.32,45.1,0.086,LOW,0
CH0006746,559789433,452647,VISA,DEBIT,USA,2021-05-30,74.77,37.03,0.527,MEDIUM,0
CH0006747,262068221,485858,VISA,PREPAID,FRA,2024-06-25,43.23,8.73,0.281,LOW,0
CH0006748,419554063,548056,MASTERCARD,DEBIT,AUS,2020-07-19,31.45,18.62,0.52,LOW,0
CH0006749,794842883,409417,VISA,DEBIT,USA,2024-08-17,104.58,28.5,0.106,LOW,0
CH0006750,290031564,477394,VISA,PREPAID,USA,2019-09-01,62.4,35.87,0.257,LOW,0
CH0006751,591525543,535017,MASTERCARD,DEBIT,GBR,2019-02-12,14.11,44.47,0.362,LOW,1
CH0006752,830765116,408925,VISA,DEBIT,GBR,2021-01-03,174.71,37.68,0.432,LOW,0
CH0006753,211617833,528539,MASTERCARD,CREDIT,ESP,2021-08-27,31.44,17.76,0.376,LOW,0
CH0006754,155753706,532518,MASTERCARD,CREDIT,CAN,2020-05-22,23.23,47.03,0.236,HIGH,0
CH0006755,381992869,477394,VISA,DEBIT,USA,2023-08-28,197.74,16.69,0.241,LOW,0
CH0006756,838929943,516405,MASTERCARD,CREDIT,AUS,2019-02-09,155.66,57.86,0.549,LOW,0
CH0006757,862150396,551986,MASTERCARD,CREDIT,GBR,2019-05-19,47.64,60.22,0.29,LOW,0
CH0006758,579267382,545873,MASTERCARD,CREDIT,FRA,2020-08-20,24.48,26.95,0.629,LOW,0
CH0006759,440958300,548056,MASTERCARD,DEBIT,IND,2018-08-01,32.21,18.38,0.294,LOW,0
CH0006760,137544426,477394,VISA,CREDIT,GBR,2023-04-16,46.99,17.86,0.213,LOW,0
CH0006761,839399708,477394,VISA,CREDIT,IND,2019-05-12,176.44,14.06,0.328,HIGH,0
CH0006762,498150633,516405,MASTERCARD,CREDIT,GBR,2025-02-09,187.92,15.59,0.345,LOW,0
CH0006763,564821550,465456,VISA,PREPAID,IND,2020-04-13,76.16,24.33,0.026,LOW,0
CH0006764,778150506,485858,VISA,CREDIT,GBR,2023-05-20,112.18,19.38,0.208,LOW,0
CH0006765,725833875,497561,VISA,CREDIT,GBR,2018-10-31,56.4,10.32,0.16,LOW,0
CH0006766,221753735,443887,VISA,DEBIT,IND,2021-07-02,33.17,20.28,0.206,LOW,1
CH0006767,932185196,551986,MASTERCARD,DEBIT,USA,2024-01-02,20.08,28.67,0.116,MEDIUM,0
CH0006768,775616958,532518,MASTERCARD,CREDIT,GBR,2023-03-18,86.34,22.12,0.43,LOW,0
CH0006769,570845115,535017,MASTERCARD,DEBIT,AUS,2019-05-28,137.04,15.85,0.276,LOW,0
CH0006770,333818420,477394,VISA,CREDIT,GBR,2019-11-25,44.32,6.46,0.171,LOW,0
CH0006771,317340645,452647,VISA,CREDIT,USA,2022-11-30,172.43,53.91,0.323,LOW,0
CH0006772,407672977,535017,MASTERCARD,CREDIT,USA,2023-07-26,49.01,26.48,0.141,MEDIUM,0
CH0006773,338569559,420146,VISA,DEBIT,GBR,2025-02-14,71.31,32.87,0.633,LOW,0
CH0006774,401788330,535660,MASTERCARD,CREDIT,ESP,2024-07-04,55.88,30.22,0.136,LOW,1
CH0006775,430051755,545873,MASTERCARD,CREDIT,USA,2025-02-14,179.32,36.54,0.02,MEDIUM,0
CH0006776,174679669,420146,VISA,CREDIT,GBR,2023-02-09,98.9,31.32,0.151,LOW,0
CH0006777,745767578,408594,VISA,CREDIT,USA,2024-01-27,63.64,28.77,0.17,MEDIUM,0
CH0006778,496894264,549302,MASTERCARD,DEBIT,USA,2025-03-16,70.9,42.86,0.03,LOW,0
CH0006779,954642737,443887,VISA,CREDIT,GBR,2020-01-26,25.76,48.75,0.518,MEDIUM,0
CH0006780,702133686,535017,MASTERCARD,DEBIT,GBR,2019-05-25,11.17,62.18,0.524,MEDIUM,0
CH0006781,261269188,548056,MASTERCARD,CREDIT,USA,2019-04-12,43.59,16.46,0.462,LOW,1
CH0006782,592449643,465456,VISA,DEBIT,IND,2019-09-07,57.1,31.49,0.34,LOW,0
CH0006783,541792194,535660,MASTERCARD,DEBIT,GBR,2024-06-22,102.0,10.35,0.096,MEDIUM,0
CH0006784,503738026,452647,VISA,DEBIT,USA,2024-03-24,58.53,20.31,0.273,MEDIUM,0
CH0006785,689241664,443301,VISA,DEBIT,GBR,2019-08-16,45.82,24.09,0.317,LOW,0
CH0006786,845375019,556337,MASTERCARD,PREPAID,GBR,2025-03-28,6.31,42.29,0.349,LOW,0
CH0006787,385049648,516405,MASTERCARD,CREDIT,IND,2020-03-25,101.67,25.26,0.514,LOW,0
CH0006788,864691481,545873,MASTERCARD,DEBIT,GBR,2024-06-27,78.95,40.6,0.197,LOW,0
CH0006789,266366292,535017,MASTERCARD,DEBIT,GBR,2024-12-27,127.88,22.04,0.489,MEDIUM,0
CH0006790,363733906,548056,MASTERCARD,CREDIT,GBR,2020-01-24,68.16,19.17,0.447,LOW,0
CH0006791,379603396,452647,VISA,DEBIT,USA,2020-05-24,166.92,16.76,0.133,MEDIUM,0
CH0006792,958078222,443301,VISA,DEBIT,USA,2024-10-06,42.93,41.04,0.317,LOW,0
CH0006793,206715841,443887,VISA,DEBIT,USA,2025-01-30,64.56,21.61,0.236,LOW,0
CH0006794,455603826,452647,VISA,CREDIT,IND,2019-05-15,80.83,6.32,0.351,LOW,0
CH0006795,481993434,452647,VISA,PREPAID,IND,2023-07-26,113.06,39.7,0.66,LOW,0
CH0006796,820070261,516405,MASTERCARD,DEBIT,GBR,2018-10-15,93.05,15.52,0.153,LOW,1
CH0006797,537309577,452647,VISA,PREPAID,GBR,2021-10-01,97.72,30.44,0.286,LOW,0
CH0006798,970137889,545873,MASTERCARD,CREDIT,GBR,2018-09-21,82.69,13.77,0.095,LOW,0
CH0006799,766287946,532518,MASTERCARD,PREPAID,AUS,2019-03-12,57.16,27.35,0.278,LOW,0
CH0006800,733292289,556337,MASTERCARD,CREDIT,GBR,2021-03-05,137.14,4.84,0.418,LOW,0
CH0006801,777627372,469736,VISA,CREDIT,GBR,2024-08-17,17.47,26.57,0.356,LOW,0
CH0006802,245395653,528539,MASTERCARD,CREDIT,USA,2019-04-10,40.31,16.04,0.502,LOW,0
